Date,High,Low,Open,Close,Volume,Adj Close,ticker
2019-01-02,32.650001525878906,31.049999237060547,31.459999084472656,32.47999954223633,5229500,32.08127975463867, AAL
2019-01-03,31.850000381469727,28.809999465942383,31.690000534057617,30.059999465942383,16822000,29.69098472595215, AAL
2019-01-04,32.09000015258789,30.399999618530273,30.440000534057617,32.040000915527344,9369600,31.64668083190918, AAL
