Date,High,Low,Open,Close,Volume,Adj Close,ticker
2018-01-02,268.80999755859375,267.3999938964844,267.8399963378906,268.7699890136719,86655700.0,254.1127166748047,SPY
2018-01-03,270.6400146484375,268.9599914550781,268.9599914550781,270.4700012207031,90070400.0,255.71998596191406,SPY
2018-01-04,272.1600036621094,270.5400085449219,271.20001220703125,271.6099853515625,80636400.0,256.7978210449219,SPY
2018-01-05,273.55999755859375,271.95001220703125,272.510009765625,273.4200134277344,83524000.0,258.5091857910156,SPY
2018-01-08,274.1000061035156,272.9800109863281,273.30999755859375,273.9200134277344,57319200.0,258.98187255859375,SPY
2018-01-09,275.25,274.0799865722656,274.3999938964844,274.5400085449219,57254000.0,259.56805419921875,SPY
2018-01-10,274.4200134277344,272.9200134277344,273.67999267578125,274.1199951171875,69574300.0,259.17095947265625,SPY
2018-01-11,276.1199951171875,274.55999755859375,274.75,276.1199951171875,62361500.0,261.0618896484375,SPY
2018-01-12,278.1099853515625,276.0799865722656,276.4200134277344,277.9200134277344,90816100.0,262.7637939453125,SPY
2018-01-16,280.0899963378906,276.17999267578125,279.3500061035156,276.9700012207031,106555100.0,261.8655700683594,SPY
2018-01-17,280.04998779296875,276.9700012207031,278.0299987792969,279.6099853515625,113258800.0,264.3615417480469,SPY
2018-01-18,279.9599914550781,278.5799865722656,279.4800109863281,279.1400146484375,100728000.0,263.9172668457031,SPY
2018-01-19,280.4100036621094,279.1400146484375,279.79998779296875,280.4100036621094,140920100.0,265.1179504394531,SPY
2018-01-22,282.69000244140625,280.1099853515625,280.1700134277344,282.69000244140625,91322400.0,267.2735900878906,SPY
2018-01-23,283.6199951171875,282.3699951171875,282.739990234375,283.2900085449219,97084700.0,267.8409729003906,SPY
2018-01-24,284.70001220703125,281.8399963378906,284.0199890136719,283.17999267578125,134816100.0,267.73681640625,SPY
2018-01-25,284.2699890136719,282.3999938964844,284.1600036621094,283.29998779296875,84587300.0,267.850341796875,SPY
2018-01-26,286.6300048828125,283.9599914550781,284.25,286.5799865722656,107743100.0,270.9514465332031,SPY
2018-01-29,286.42999267578125,284.5,285.92999267578125,284.67999267578125,90118300.0,269.15509033203125,SPY
2018-01-30,284.739990234375,281.2200012207031,282.6000061035156,281.760009765625,131796400.0,266.39434814453125,SPY
2018-01-31,283.29998779296875,280.67999267578125,282.7300109863281,281.8999938964844,108364800.0,266.5267028808594,SPY
2018-02-01,283.05999755859375,280.67999267578125,281.07000732421875,281.5799865722656,90102500.0,266.2240905761719,SPY
2018-02-02,280.2300109863281,275.4100036621094,280.0799865722656,275.45001220703125,173174800.0,260.428466796875,SPY
2018-02-05,275.8500061035156,263.30999755859375,273.45001220703125,263.92999267578125,294681800.0,249.53665161132812,SPY
2018-02-06,269.70001220703125,258.70001220703125,259.94000244140625,269.1300048828125,355026800.0,254.45315551757812,SPY
2018-02-07,272.3599853515625,267.5799865722656,268.5,267.6700134277344,167376100.0,253.07273864746094,SPY
2018-02-08,268.1700134277344,257.5899963378906,268.010009765625,257.6300048828125,246449500.0,243.58026123046875,SPY
2018-02-09,263.6099853515625,252.9199981689453,260.79998779296875,261.5,283565300.0,247.23919677734375,SPY
2018-02-12,267.010009765625,261.6600036621094,263.8299865722656,265.3399963378906,143736000.0,250.86978149414062,SPY
2018-02-13,266.6199951171875,263.30999755859375,263.9700012207031,266.0,81223600.0,251.49380493164062,SPY
2018-02-14,270.0,264.29998779296875,264.30999755859375,269.5899963378906,120735700.0,254.8879852294922,SPY
2018-02-15,273.0400085449219,268.7699890136719,271.57000732421875,273.0299987792969,111200300.0,258.1404113769531,SPY
2018-02-16,275.32000732421875,272.2699890136719,272.32000732421875,273.1099853515625,160420100.0,258.2160339355469,SPY
2018-02-20,273.6700134277344,270.5,272.0299987792969,271.3999938964844,86369700.0,256.5992736816406,SPY
2018-02-21,274.7200012207031,269.94000244140625,271.8999938964844,270.04998779296875,98883700.0,255.3229217529297,SPY
2018-02-22,273.04998779296875,269.6400146484375,271.1000061035156,270.3999938964844,110511300.0,255.65380859375,SPY
2018-02-23,274.7099914550781,271.25,271.7900085449219,274.7099914550781,92766400.0,259.7287902832031,SPY
2018-02-26,278.010009765625,275.260009765625,275.92999267578125,277.8999938964844,86491400.0,262.7448425292969,SPY
