,Date,High,Low,Open,Close,Volume,Adj Close,ticker
0,2019-01-02,100.31999969482422,96.79000091552734,97.31999969482422,99.76000213623047,6840800,97.33592224121094,XLY
1,2019-01-03,99.23999786376953,97.43000030517578,99.0,97.5999984741211,6346000,95.22840881347656,XLY
2,2019-01-04,101.56999969482422,98.72000122070312,98.91999816894531,100.83000183105469,7269100,98.37992095947266,XLY
