,Date,High,Low,Open,Close,Volume,Adj Close,ticker
0,2019-01-02,66.56999969482422,65.30000305175781,66.5,65.69000244140625,2113300,64.71585083007812, A
1,2019-01-03,65.77999877929688,62.0,65.52999877929688,63.27000045776367,5383900,62.33173751831055, A
2,2019-01-04,65.94999694824219,64.08999633789062,64.08999633789062,65.45999908447266,3123700,64.4892578125, A
